name,area,initial_url,last_url,round1_attempts,round2_attempts,status,reason
贵州省政府数据开放平台,贵州省,https://data.guizhou.gov.cn/,https://data.guizhou.gov.cn/js/app.3a0f9f32.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
贵阳市政府数据开放平台,贵州省贵阳市,https://data.guiyang.gov.cn/city/index.htm,https://data.guiyang.gov.cn/city/index.htm,3,3,本轮未接入,ConnectError
遵义市政府数据开放平台,贵州省遵义市,http://www.zyopendata.gov.cn/,https://www.zyopendata.gov.cn/,3,3,本轮未接入,ConnectError
拉萨市人民政府,-数据开放西藏自治区拉萨市,http://www.lasa.gov.cn/lasa/sjkf/sj.shtml,https://www.lasa.gov.cn/lasa/sjkf/sj.shtml,2,3,本轮未接入,HTTP错误，未取得业务数据
林芝市人民政府数据开放,西藏自治区林芝市,http://langxian.gov.cn/linzhi/zwgk/sjkf.shtml,https://langxian.gov.cn/linzhi/zwgk/sjkf.shtml,2,3,本轮未接入,HTTP错误，未取得业务数据
那曲市人民政府,-信息公开西藏自治区那曲市,http://www.naqu.gov.cn/xxgk/zfxxgkml/?id=23,https://www.naqu.gov.cn/,1,3,本轮未接入,ConnectError
陕西省公共数据开放平台,陕西省,http://www.sndata.gov.cn/,https://www.sndata.gov.cn/,3,3,本轮未接入,ConnectError
安康市人民政府,-数据发布陕西省宝鸡市安康,http://www.ankang.gov.cn/Node-9314.html,https://www.ankang.gov.cn/gov/publicinfo/category-43.html,2,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
陇南市公共数据开放网,甘肃省陇南市,http://www.lnsbigdata.cn/,https://www.lnsbigdata.cn/,3,3,本轮未接入,ConnectError
甘肃省人民政府,-信息公开甘肃省,http://www.gansu.gov.cn/col/col4420/,https://www.gansu.gov.cn/,1,3,本轮未接入,HTTP错误，未取得业务数据
天水市人民政府-数据发布,甘肃省天水市,http://www.tianshui.gov.cn/col/col8/index.html,https://www.tianshui.gov.cn/system/resource/vue/static/element/index.js,1,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
武威市人民政府,-数据武威甘肃省武威市,http://www.gswuwei.gov.cn/col/col5/index.html,https://www.gswuwei.gov.cn/col/col5/index.html,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
张掖市人民政府,-数据发布甘肃省张掖市,http://www.zhangye.gov.cn/sjfb/,https://www.zhangye.gov.cn/sjfb/xbtjnj/,2,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
青海省人民政府政务公开,青海省,http://data.qinghai.gov.cn/p/#/index,https://data.qinghai.gov.cn/,1,3,本轮未接入,ConnectError
开放宁夏,宁夏回族自治区,http://opendata.nx.gov.cn/portal/index,https://opendata.nx.gov.cn/,3,3,本轮未接入,ConnectError
石嘴山政府数据开放平台,宁夏回族自治区石,http://szssjkf.nxszs.gov.cn/,https://szssjkf.nxszs.gov.cn/,3,3,本轮未接入,ConnectError
中卫市人民政府,-数据开放宁夏回族自治区中,http://www.nxzw.gov.cn/ztzl/sjkf/,https://www.nxzw.gov.cn/ztzl/sjkf/,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
银川市城市数据开放平台,宁夏回族自治区银,http://data.yinchuan.gov.cn/,https://data.yinchuan.gov.cn/dexchange/openportal/static/js/app.ab0ff11b.js,3,2,本轮未接入,公开页面没有可继续的目录或应用脚本线索
乌鲁木齐市政务数据开放,新疆维吾尔自治区,http://zwfw.wlmq.gov.cn/,https://zwfw.wlmq.gov.cn/,2,3,本轮未接入,HTTP错误，未取得业务数据
昌吉回族自治州,-数据开放新疆维吾尔自治区,http://222.80.229.62:8900/drv/,https://222.80.229.62:8900/,3,3,本轮未接入,ConnectError
克拉玛依市人民政府,-数据新疆维吾尔自治区,https://www.klmy.gov.cn/011/011002/secondpage.html,https://www.klmy.gov.cn/011/011002/secondpage.html,1,3,本轮未接入,HTTP错误，未取得业务数据
阿克苏政府网,-数据开放新疆维吾尔自治区,http://www.aks.gov.cn/sjkf/index.html,https://www.aks.gov.cn/sjkf/index.html,3,0,新增图表API采集,aksu/gdp:2025；正式采集器已取得四季度实际数值
数据阿勒泰,新疆维吾尔自治区,http://www.xjalt.gov.cn/sjalt/dataalt.html,https://xjalt.gov.cn/sjalt/dataalt.html,2,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
安徽公共数据候选,安徽,https://www.ahzwfw.gov.cn/?index=nav,https://www.ahzwfw.gov.cn/?index=nav,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
云南公共数据候选,云南,https://data.yn.gov.cn/,https://data.yn.gov.cn/,1,1,本轮未接入,公开页面没有可继续的目录或应用脚本线索
西藏自治区数据开放平台,西藏,https://www.xzzwfw.gov.cn/dataOpen/datalist.shtml,https://www.xzzwfw.gov.cn:443/dataOpen/datalist.shtml?resourceType=0#,2,3,本轮未接入,公开页面没有可继续的目录或应用脚本线索
黑龙江政务服务开放入口,黑龙江,https://www.zwfw.hlj.gov.cn/index.html,https://data.zwfw.hlj.gov.cn:8881/oportal/index,3,3,本轮放弃自动接入,浏览器PDF成功，末轮匿名后端未取得有效PDF；不继续失败重试
重庆公共数据开放平台,重庆,https://data.cq.gov.cn/opendata/home,https://data.dsjj.cq.gov.cn/,3,3,本轮未接入,ConnectError
